Dev,GDP,T_Expen,Income,Pop,Ed,EtOH,HepB,Polio,Dipt,HIV,BMI,A_Mort,lt5y_D,Th_5-9y,L_Expec
0,676.15344,9.48,0.773,12753375.120052498,14.7,4.18,96.0,99.0,99.0,0.1,59.9,96.0,1,3.3,78.7
0,6425.941119,8.59,0.778,12753375.120052498,15.7,4.16,96.0,98.0,99.0,0.1,59.2,96.0,1,3.2,78.7
0,675.92436,1.6,0.78,12753375.120052498,16.5,4.14,96.0,99.0,97.0,0.1,58.4,92.0,1,3.2,78.8
0,5676.14143,1.19,0.784,12753375.120052498,17.6,4.13,96.0,99.0,96.0,0.1,57.7,98.0,1,3.2,78.0
0,5484.7763,11.78,0.782,12753375.120052498,17.7,4.01,96.0,99.0,96.0,0.1,56.9,11.0,1,3.2,78.1
0,5376.447622,1.79,0.771,12753375.120052498,17.1,4.26,95.0,99.0,95.0,0.1,56.2,12.0,1,3.2,77.9
0,5184.494227,1.42,0.754,12753375.120052498,16.0,4.13,93.0,99.0,93.0,0.1,55.4,14.0,1,3.2,78.1
0,4669.6916,7.67,0.732,12753375.120052498,14.7,4.17,89.0,99.0,89.0,0.1,54.6,14.0,1,3.2,78.0
0,3779.577,9.39,0.719,12753375.120052498,14.2,4.48,95.0,99.0,89.0,0.1,53.8,19.0,1,3.3,77.2
0,339.716256,6.14,0.705,12753375.120052498,13.2,4.38,99.0,98.0,88.0,0.1,53.0,17.0,1,3.3,77.3
0,3192.669378,6.31,0.694,12753375.120052498,12.9,4.39,99.0,98.0,72.0,0.1,52.1,18.0,1,3.3,77.4
0,2994.339988,6.5,0.692,12753375.120052498,12.5,4.1,98.0,98.0,99.0,0.1,51.3,19.0,1,3.3,77.7
0,2832.188893,6.27,0.686,12753375.120052498,12.3,4.04,98.0,99.0,98.0,0.1,5.4,115.0,1,3.4,76.7
0,2741.11542,6.7,0.679,12753375.120052498,12.1,3.92,98.0,98.0,95.0,0.1,49.4,115.0,1,3.4,76.9
1,2375.1127,5.9381895280235915,0.854,116985.0,14.3,4.6028607871720375,97.0,97.0,97.0,0.1,6.3,52.0,0,1.0,85.0
1,2734.88382,7.37,0.85,115239.0,14.0,0.01,96.0,99.0,99.0,0.1,59.8,53.0,0,1.0,83.0
1,2797.96736,7.46,0.85,1143896.0,13.8,9.04,96.0,99.0,99.0,0.1,59.2,54.0,0,1.0,81.0
1,28951.15556,7.44,0.85,113562.0,13.8,10.55,96.0,99.0,99.0,0.1,58.7,56.0,0,1.0,80.0
1,32233.83942,7.54,0.847,1124835.0,13.8,10.69,96.0,99.0,99.0,0.1,58.3,57.0,0,1.0,79.7
1,3818.46396,7.23,0.853,111267.0,14.6,11.32,96.0,99.0,99.0,0.1,57.8,59.0,0,1.0,79.5
1,3215.8159,7.4,0.849,19876.0,14.1,10.8,96.0,99.0,99.0,0.1,57.3,6.0,0,1.0,79.3
1,3539.7488,6.89,0.844,181563.0,13.7,12.01,93.0,97.0,97.0,0.1,56.8,62.0,0,1.0,79.1
1,31386.63265,6.5,0.836,163712.0,13.5,11.56,93.0,97.0,97.0,0.1,56.3,63.0,0,1.0,78.9
1,27169.99256,6.28,0.829,14559.0,13.4,11.47,93.0,97.0,97.0,0.1,55.8,64.0,0,1.0,78.8
1,25324.48666,6.37,0.826,127658.0,13.5,11.41,88.0,98.0,98.0,0.1,55.3,65.0,0,1.0,78.7
1,23932.49128,6.42,0.823,1141.0,13.4,13.03,88.0,98.0,98.0,0.1,54.8,65.0,0,1.0,78.6
1,2293.4789,6.83,0.815,993563.0,13.0,10.62,88.0,98.0,98.0,0.1,54.3,66.0,0,1.0,78.5
1,16372.29152,6.12,0.805,976966.0,12.5,11.68,88.0,98.0,98.0,0.1,53.8,68.0,0,1.0,78.4
1,1562.92433,5.78,0.8,96282.0,12.4,10.16,89.0,97.0,97.0,0.1,53.3,69.0,0,1.0,78.2
1,14672.8826,5.77,0.798,943286.0,12.5,9.56,89.0,97.0,97.0,0.1,52.8,7.0,0,1.0,78.1
1,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,4.6028607871720375,97.0,97.0,97.0,0.1,66.1,86.0,0,1.8,78.8
1,7483.158469138481,7.41,0.6275510645976166,12753375.120052498,11.992792792792786,12.68,99.0,99.0,97.0,0.1,65.6,88.0,0,1.9,78.6
1,7483.158469138481,7.49,0.6275510645976166,12753375.120052498,11.992792792792786,12.45,99.0,99.0,98.0,0.1,65.1,9.0,0,1.9,78.2
1,7483.158469138481,7.55,0.6275510645976166,12753375.120052498,11.992792792792786,12.71,99.0,99.0,99.0,0.1,64.5,93.0,0,1.9,78.0
1,7483.158469138481,7.5,0.6275510645976166,12753375.120052498,11.992792792792786,12.43,99.0,99.0,99.0,0.1,64.0,97.0,0,1.9,77.8
1,7483.158469138481,7.43,0.6275510645976166,12753375.120052498,11.992792792792786,12.69,99.0,99.0,99.0,0.1,63.6,99.0,0,2.0,77.5
1,7483.158469138481,7.85,0.6275510645976166,12753375.120052498,11.992792792792786,13.23,99.0,99.0,99.0,0.1,63.1,12.0,0,2.0,77.1
1,7483.158469138481,6.82,0.6275510645976166,12753375.120052498,11.992792792792786,13.25,99.0,99.0,99.0,0.1,62.6,16.0,0,2.0,77.0
1,7483.158469138481,6.52,0.6275510645976166,12753375.120052498,11.992792792792786,13.43,99.0,99.0,99.0,0.1,62.2,17.0,0,2.1,76.8
1,7483.158469138481,6.69,0.6275510645976166,12753375.120052498,11.992792792792786,13.03,98.0,98.0,98.0,0.1,61.8,19.0,0,2.1,76.5
1,7483.158469138481,6.93,0.6275510645976166,12753375.120052498,11.992792792792786,13.19,99.0,96.0,97.0,0.1,61.3,114.0,0,2.1,75.9
1,7483.158469138481,6.9,0.6275510645976166,12753375.120052498,11.992792792792786,13.24,98.0,96.0,98.0,0.1,6.8,116.0,0,2.2,75.8
1,7483.158469138481,7.13,0.6275510645976166,12753375.120052498,11.992792792792786,13.01,92.0,97.0,97.0,0.1,6.4,122.0,0,2.2,75.2
1,7483.158469138481,6.8,0.6275510645976166,12753375.120052498,11.992792792792786,13.47,86.0,97.0,98.0,0.1,59.9,12.0,0,2.3,75.3
1,7483.158469138481,6.42,0.6275510645976166,12753375.120052498,11.992792792792786,13.36,80.94046121593291,97.0,98.0,0.1,59.4,123.0,0,2.3,75.1
1,7483.158469138481,6.31,0.6275510645976166,12753375.120052498,11.992792792792786,13.22,80.94046121593291,98.0,98.0,0.1,59.0,126.0,0,2.3,74.7
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,4.6028607871720375,96.0,99.0,96.0,0.1,32.9,139.0,7,4.9,76.0
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,93.0,99.0,93.0,0.1,32.4,142.0,8,4.9,73.0
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.35,93.0,99.0,93.0,0.1,31.8,146.0,8,5.0,71.0
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.61,96.0,99.0,96.0,0.1,31.3,149.0,9,5.1,69.8
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.39,94.0,99.0,94.0,0.1,3.8,153.0,10,5.2,69.4
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.12,93.0,99.0,93.0,0.1,3.3,157.0,10,5.2,69.0
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.35,93.0,98.0,93.0,0.1,29.7,161.0,11,5.3,68.7
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.16,92.0,98.0,92.0,0.1,29.2,164.0,12,5.4,68.6
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.13,92.0,99.0,92.0,0.1,28.7,166.0,12,5.5,68.5
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.28,96.0,98.0,89.0,0.1,28.2,165.0,12,5.6,68.5
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.21,92.0,97.0,79.0,0.1,27.7,165.0,13,5.7,68.5
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.13,98.0,99.0,72.0,0.1,27.2,165.0,14,5.7,68.4
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.13,27.0,99.0,68.0,0.1,26.7,165.0,15,5.8,68.1
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.08,80.94046121593291,99.0,64.0,0.1,26.2,167.0,18,5.9,67.6
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,2.53,80.94046121593291,98.0,62.0,0.1,25.7,177.0,21,6.0,66.6
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,3.52,80.94046121593291,93.0,56.0,0.1,25.2,192.0,25,6.0,65.4
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,4.6028607871720375,81.0,78.0,81.0,1.1,21.6,258.0,308,9.3,59.8
0,7483.158469138481,4.33,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,8.0,79.0,8.0,1.1,21.1,266.0,312,9.5,59.3
0,7483.158469138481,3.89,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,74.0,74.0,74.0,1.2,2.6,272.0,314,9.6,58.8
0,7483.158469138481,3.77,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,75.0,76.0,75.0,1.5,2.1,277.0,317,9.8,58.3
0,7483.158469138481,3.53,0.6275510645976166,12753375.120052498,11.992792792792786,1.82,74.0,77.0,74.0,1.6,19.6,278.0,319,1.0,57.9
0,7483.158469138481,4.4,0.6275510645976166,12753375.120052498,11.992792792792786,1.81,6.0,76.0,6.0,1.6,19.1,283.0,321,1.2,57.4
0,7483.158469138481,5.61,0.6275510645976166,12753375.120052498,11.992792792792786,2.13,72.0,78.0,72.0,1.7,18.6,292.0,323,1.4,56.7
0,7483.158469138481,4.46,0.6275510645976166,12753375.120052498,11.992792792792786,2.09,65.0,64.0,65.0,1.8,18.2,295.0,324,1.7,56.3
0,7483.158469138481,3.61,0.6275510645976166,12753375.120052498,11.992792792792786,1.52,7.0,72.0,7.0,1.9,17.8,299.0,326,1.9,55.7
0,7483.158469138481,3.39,0.6275510645976166,12753375.120052498,11.992792792792786,1.53,80.94046121593291,62.0,62.0,2.0,17.3,36.0,327,11.1,55.0
0,7483.158469138481,3.14,0.6275510645976166,12753375.120052498,11.992792792792786,1.43,80.94046121593291,6.0,6.0,2.0,16.9,314.0,329,11.3,54.3
0,7483.158469138481,3.34,0.6275510645976166,12753375.120052498,11.992792792792786,1.44,80.94046121593291,52.0,54.0,2.1,16.5,323.0,330,11.5,53.5
0,7483.158469138481,3.2,0.6275510645976166,12753375.120052498,11.992792792792786,1.83,80.94046121593291,47.0,41.0,2.2,16.1,332.0,331,11.7,52.8
0,7483.158469138481,2.59,0.6275510645976166,12753375.120052498,11.992792792792786,1.85,80.94046121593291,4.0,38.0,2.4,15.7,341.0,331,11.9,52.1
0,7483.158469138481,2.67,0.6275510645976166,12753375.120052498,11.992792792792786,1.9,80.94046121593291,3.0,3.0,2.4,15.3,34.0,332,12.1,51.8
0,7483.158469138481,1.45,0.6275510645976166,12753375.120052498,11.992792792792786,1.98,80.94046121593291,42.0,4.0,2.5,14.9,346.0,332,12.3,51.3
1,5314.64416,5.9381895280235915,0.923,5683483.0,19.2,4.6028607871720375,80.94046121593291,93.0,93.0,0.1,58.8,71.0,0,0.9,86.0
1,62425.5392,1.8,0.926,5643475.0,19.2,9.64,80.94046121593291,94.0,94.0,0.1,58.4,73.0,0,0.9,84.0
1,61191.19263,11.25,0.924,5614932.0,18.7,9.5,80.94046121593291,94.0,94.0,0.1,58.1,75.0,0,0.9,81.0
1,5857.521,1.98,0.922,5591572.0,18.4,9.26,80.94046121593291,94.0,94.0,0.1,57.7,76.0,0,0.9,80.0
1,61753.667,1.87,0.91,557572.0,16.9,10.47,80.94046121593291,91.0,91.0,0.1,57.4,79.0,0,0.9,79.7
1,5841.41122,11.8,0.906,5547683.0,16.8,10.28,80.94046121593291,9.0,9.0,0.1,57.0,84.0,0,0.9,79.2
1,58163.29359,11.47,0.906,552395.0,16.8,10.08,80.94046121593291,89.0,89.0,0.1,56.6,86.0,0,0.9,78.9
1,64322.6664,1.18,0.906,5493621.0,16.8,10.7,80.94046121593291,88.0,88.0,0.1,56.3,88.0,0,0.9,78.8
1,58487.451,9.99,0.904,5461438.0,16.7,10.99,80.94046121593291,87.0,87.0,0.1,55.9,93.0,0,0.9,78.4
1,5226.99311,9.92,0.902,5437272.0,16.9,11.02,80.94046121593291,93.0,93.0,0.1,55.4,93.0,0,0.9,78.1
1,48799.8237,9.77,0.897,5419432.0,16.6,11.28,80.94046121593291,93.0,93.0,0.1,55.0,92.0,0,1.0,78.1
1,46511.6457,9.67,0.893,544523.0,16.5,11.27,80.94046121593291,95.0,95.0,0.1,54.4,98.0,0,1.0,77.7
1,4458.7764,9.51,0.882,539574.0,16.3,11.54,80.94046121593291,96.0,96.0,0.1,53.9,11.0,0,1.0,77.3
1,33228.69291,9.33,0.875,5375931.0,16.6,11.34,80.94046121593291,98.0,98.0,0.1,53.3,14.0,0,1.0,77.0
1,3751.64946,9.1,0.862,5358783.0,16.2,11.56,80.94046121593291,97.0,97.0,0.1,52.8,12.0,0,1.0,77.0
1,3743.55917,8.7,0.86,5339616.0,16.5,11.69,80.94046121593291,97.0,97.0,0.1,52.2,12.0,0,1.0,76.9
0,1862.167274,5.9381895280235915,0.47,927414.0,6.3,4.6028607871720375,84.0,84.0,84.0,2.1,35.0,241.0,1,5.4,63.5
0,174.91511,1.57,0.467,912164.0,6.3,0.38,78.0,78.0,78.0,2.1,34.4,252.0,1,5.4,63.0
0,1622.637974,9.14,0.464,896688.0,6.3,0.53,82.0,82.0,82.0,2.1,33.8,256.0,2,5.4,62.7
0,1536.15685,8.95,0.46,881185.0,6.3,0.52,81.0,81.0,81.0,1.9,33.2,263.0,2,5.5,62.2
0,143.986898,8.71,0.451,865937.0,5.9,0.39,87.0,87.0,87.0,2.7,32.7,268.0,2,5.5,61.8
0,1325.99724,8.84,0.441,851146.0,5.5,0.44,88.0,88.0,88.0,3.1,32.2,273.0,2,5.6,61.3
0,1253.657431,8.37,0.436,83684.0,5.3,0.49,89.0,89.0,89.0,3.2,31.7,279.0,2,5.6,69.0
0,1214.77118,8.5,0.427,822934.0,5.0,0.49,88.0,89.0,89.0,3.3,31.3,289.0,2,5.6,62.0
0,147.586896,7.72,0.416,8942.0,4.5,0.45,25.0,88.0,88.0,3.5,3.9,296.0,2,5.7,59.8
0,965.6693779,7.5,0.405,79628.0,4.3,1.02,80.94046121593291,72.0,72.0,3.7,3.6,39.0,2,5.7,59.1
0,94.7297489,7.21,0.396,783254.0,4.0,1.23,80.94046121593291,71.0,71.0,3.9,3.2,318.0,2,5.8,58.6
0,864.184726,6.76,0.388,77752.0,3.7,1.18,80.94046121593291,64.0,64.0,4.0,29.8,326.0,2,5.9,58.1
0,819.974118,6.22,0.378,758615.0,3.5,1.02,80.94046121593291,68.0,68.0,4.2,29.4,325.0,2,5.9,58.0
0,792.15412,5.45,0.372,746221.0,3.3,1.03,80.94046121593291,62.0,62.0,4.3,29.0,322.0,2,6.0,57.9
0,781.2322196,5.37,0.363,732711.0,2.9,0.95,80.94046121593291,49.0,53.0,4.3,28.6,323.0,2,6.1,57.7
0,768.176767,5.75,0.361,717584.0,2.9,1.34,80.94046121593291,46.0,46.0,4.1,28.2,325.0,2,6.1,57.4
0,722.75665,5.58,0.721,12753375.120052498,12.7,0.01,96.0,96.0,96.0,0.1,58.4,164.79644808743168,0,2.6,69.22493169398912
0,6468.471648,5.9381895280235915,0.718,1528394.0,13.2,4.6028607871720375,81.0,87.0,85.0,0.3,58.9,152.0,7,3.2,73.9
0,6268.692122,4.38,0.712,145844.0,13.2,5.92,89.0,9.0,91.0,0.3,57.9,154.0,7,3.2,73.6
0,627.55544,4.12,0.709,1281296.0,13.2,5.93,8.0,82.0,83.0,0.3,56.8,157.0,7,3.2,73.4
0,5968.876767,4.26,0.706,115495.0,13.1,5.93,74.0,85.0,85.0,0.4,55.8,174.0,7,3.2,72.1
0,5759.643,4.22,0.703,12795.0,13.0,5.91,8.0,84.0,84.0,0.7,54.7,16.0,7,3.2,73.1
0,5451.6696,4.6,0.697,9897985.0,12.9,6.02,83.0,85.0,88.0,0.9,53.6,166.0,8,3.3,72.7
0,4952.67753,4.41,0.695,9767758.0,12.9,6.05,8.0,85.0,82.0,1.2,52.6,157.0,8,3.3,73.6
0,511.37937,4.2,0.692,963652.0,12.8,6.12,81.0,86.0,82.0,1.4,51.5,161.0,8,3.3,73.3
0,4647.31359,4.34,0.685,954353.0,12.7,6.05,81.0,86.0,85.0,1.6,5.4,164.0,8,3.4,72.9
0,3836.468771,4.34,0.677,9371338.0,12.6,6.2,84.0,88.0,89.0,1.8,49.3,178.0,8,3.4,72.3
0,3681.5993,4.26,0.668,9237566.0,12.6,5.71,87.0,86.0,87.0,2.0,48.2,28.0,8,3.4,69.7
0,2421.9662,4.28,0.666,912998.0,12.5,5.16,82.0,66.0,79.0,2.1,47.2,214.0,8,3.5,69.3
0,2372.628827,5.53,0.665,896776.0,12.4,6.32,79.0,65.0,79.0,2.3,46.1,22.0,8,3.5,73.0
0,38.46578,5.79,0.66,8832285.0,12.3,6.43,63.0,74.0,82.0,2.4,45.1,189.0,8,3.6,71.4
0,2862.154836,5.59,0.656,8697126.0,12.3,6.13,66.0,71.0,72.0,2.5,44.1,188.0,9,3.6,71.2
0,282.4242,5.9,0.651,8562622.0,12.2,6.58,68.0,71.0,78.0,2.5,43.1,176.0,9,3.7,72.0
0,625.62224,5.9381895280235915,0.739,16144368.0,14.0,4.6028607871720375,78.0,84.0,78.0,0.1,54.2,118.0,7,1.1,76.2
0,6432.216537,9.16,0.737,1593112.0,14.0,3.82,83.0,84.0,83.0,0.1,53.5,121.0,7,1.1,76.0
0,674.9829,7.29,0.725,15661547.0,13.4,3.77,87.0,87.0,87.0,0.1,52.8,121.0,8,1.1,76.0
0,572.14313,6.48,0.717,15419666.0,13.3,3.92,88.0,85.0,87.0,0.1,52.1,127.0,8,1.2,75.5
0,5223.351763,5.92,0.71,15177355.0,13.2,3.99,88.0,85.0,88.0,0.1,51.4,131.0,8,1.2,75.3
0,4657.32361,5.9,0.703,1493469.0,13.1,3.95,9.0,88.0,91.0,0.1,5.7,134.0,8,1.2,75.0
0,4255.56571,5.58,0.702,14691275.0,13.1,3.87,91.0,91.0,94.0,0.1,5.0,137.0,8,1.2,75.1
0,4274.95265,5.66,0.698,14447562.0,13.0,3.76,93.0,94.0,96.0,0.1,49.3,139.0,9,1.2,74.6
0,359.71886,5.94,0.696,1425453.0,12.9,3.63,94.0,95.0,96.0,0.2,48.6,14.0,9,1.3,74.7
0,335.786541,5.86,0.693,1396748.0,12.8,3.52,96.0,92.0,96.0,0.3,47.9,144.0,9,1.3,74.4
0,321.942547,5.87,0.688,13735233.0,12.8,3.54,92.0,89.0,92.0,0.3,47.2,151.0,9,1.3,74.2
0,278.557892,6.22,0.682,1359647.0,12.7,3.65,88.0,9.0,88.0,0.3,46.5,148.0,9,1.3,74.4
0,244.46898,6.46,0.679,1328961.0,12.6,3.69,82.0,97.0,87.0,0.3,45.8,151.0,10,1.4,74.4
0,2183.966796,4.62,0.675,13726.0,12.5,3.88,75.0,88.0,88.0,0.3,45.1,157.0,10,1.4,73.6
0,193.741571,3.86,0.67,12852755.0,12.4,4.13,69.0,9.0,89.0,0.3,44.3,158.0,10,1.5,73.4
0,1451.29776,3.38,0.668,12628596.0,12.4,3.99,36.0,83.0,87.0,0.3,43.6,163.0,11,1.5,72.8
0,7483.158469138481,5.9381895280235915,0.688,12753375.120052498,13.1,4.6028607871720375,93.0,93.0,93.0,0.1,61.1,159.0,60,2.8,79.0
0,7483.158469138481,5.64,0.686,12753375.120052498,13.1,0.21,94.0,94.0,94.0,0.1,6.2,161.0,62,2.8,78.0
0,7483.158469138481,5.46,0.681,12753375.120052498,12.8,0.21,97.0,97.0,97.0,0.1,59.4,159.0,63,2.8,79.0
0,7483.158469138481,5.29,0.673,12753375.120052498,12.4,0.23,93.0,93.0,93.0,0.1,58.6,165.0,64,2.8,72.0
0,7483.158469138481,5.4,0.671,12753375.120052498,12.4,0.22,96.0,96.0,96.0,0.1,57.8,168.0,64,2.9,74.0
0,7483.158469138481,4.8,0.665,12753375.120052498,12.2,0.22,97.0,97.0,97.0,0.1,57.0,173.0,64,2.9,70.0
0,7483.158469138481,5.1,0.659,12753375.120052498,12.0,0.21,97.0,97.0,97.0,0.1,56.2,174.0,64,3.0,69.9
0,7483.158469138481,4.82,0.651,12753375.120052498,11.9,0.24,97.0,97.0,97.0,0.1,55.5,172.0,65,3.0,69.8
0,7483.158469138481,4.95,0.644,12753375.120052498,11.7,0.21,98.0,98.0,98.0,0.1,54.8,171.0,65,3.1,69.7
0,7483.158469138481,5.24,0.636,12753375.120052498,11.5,0.18,98.0,98.0,98.0,0.1,54.2,175.0,66,3.1,69.5
0,7483.158469138481,5.6,0.629,12753375.120052498,11.4,0.16,98.0,98.0,98.0,0.1,53.5,174.0,68,3.2,69.4
0,7483.158469138481,5.21,0.623,12753375.120052498,11.2,0.16,97.0,97.0,97.0,0.1,52.9,176.0,70,3.2,69.0
0,7483.158469138481,5.41,0.621,12753375.120052498,11.3,0.15,98.0,98.0,98.0,0.1,52.3,178.0,72,3.3,68.6
0,7483.158469138481,5.97,0.617,12753375.120052498,11.2,0.15,97.0,97.0,97.0,0.1,51.8,177.0,75,3.4,68.7
0,7483.158469138481,5.75,0.612,12753375.120052498,11.1,0.14,99.0,99.0,99.0,0.1,51.2,177.0,78,3.4,68.6
0,7483.158469138481,5.55,0.606,12753375.120052498,11.0,0.14,98.0,98.0,98.0,0.1,5.7,171.0,82,3.5,68.8
0,4127.11775,5.9381895280235915,0.678,6312478.0,13.2,4.6028607871720375,91.0,92.0,91.0,0.2,56.1,178.0,2,1.5,73.5
0,3988.771871,6.77,0.676,6281189.0,13.2,2.52,93.0,93.0,94.0,0.2,55.4,181.0,2,1.6,73.3
0,3895.664491,6.95,0.675,625777.0,13.2,2.42,92.0,92.0,92.0,0.2,54.7,184.0,2,1.6,73.0
0,3827.786267,6.7,0.67,6221246.0,13.2,2.48,92.0,93.0,92.0,0.3,54.1,181.0,2,1.6,73.0
0,3736.58713,6.81,0.666,619256.0,13.0,2.37,89.0,9.0,89.0,0.3,53.4,197.0,2,1.6,72.0
0,3474.392445,6.91,0.662,6164626.0,12.9,2.36,89.0,89.0,89.0,0.3,52.8,191.0,2,1.6,72.0
0,3366.482133,6.83,0.662,6137276.0,12.8,2.55,91.0,91.0,91.0,0.3,52.1,23.0,2,1.6,71.4
0,357.347674,6.21,0.659,61131.0,13.4,2.68,98.0,98.0,98.0,0.3,51.4,194.0,3,1.7,71.7
0,334.83817,6.32,0.657,683475.0,12.9,2.83,99.0,99.0,99.0,0.3,5.8,23.0,3,1.7,71.2
0,362.951768,6.68,0.651,656478.0,12.9,2.77,96.0,96.0,96.0,0.2,5.1,211.0,3,1.7,75.0
0,2835.281237,7.19,0.644,628961.0,12.7,2.77,89.0,89.0,89.0,0.2,49.4,213.0,3,1.8,71.0
0,2632.79942,7.3,0.636,6775.0,12.4,2.9,9.0,9.0,9.0,0.3,48.6,215.0,3,1.8,70.0
0,2519.737387,7.61,0.628,5971535.0,12.0,3.1,94.0,93.0,94.0,0.3,47.8,29.0,4,1.9,69.9
0,248.4125,7.9,0.621,59433.0,11.8,2.97,81.0,81.0,81.0,0.4,47.0,24.0,4,1.9,73.0
0,2338.772244,8.2,0.615,595962.0,11.6,2.88,75.0,94.0,92.0,0.4,46.2,219.0,4,2.0,68.9
0,2238.4116,8.17,0.607,5867626.0,11.3,2.79,99.0,98.0,99.0,0.4,45.3,218.0,5,2.0,69.0
0,1347.31257,5.9381895280235915,0.582,1175389.0,9.2,4.6028607871720375,16.0,17.0,16.0,4.2,24.5,32.0,4,8.3,58.2
0,192.59733,3.8,0.582,1129424.0,9.2,0.01,2.0,24.0,2.0,4.4,24.0,32.0,4,8.4,57.9
0,2246.9938,3.73,0.586,183746.0,9.2,10.72,80.94046121593291,3.0,3.0,5.7,23.5,327.0,4,8.6,57.4
0,21557.6528,4.0,0.583,138593.0,9.2,11.89,80.94046121593291,3.0,24.0,8.2,23.0,337.0,4,8.7,56.7
0,21451.88617,3.29,0.58,99429.0,9.2,10.99,80.94046121593291,39.0,41.0,7.7,22.6,344.0,4,8.8,56.2
0,17136.44568,3.84,0.589,95114.0,9.2,9.93,80.94046121593291,59.0,44.0,7.2,22.1,339.0,4,9.0,56.1
0,1653.2937,5.32,0.59,99111.0,9.1,7.97,80.94046121593291,57.0,43.0,7.3,21.7,34.0,4,9.2,55.7
0,22742.38159,2.31,0.592,868418.0,9.1,8.34,80.94046121593291,55.0,42.0,6.3,21.3,338.0,4,9.3,55.4
0,15761.83913,2.25,0.587,829327.0,9.0,6.86,80.94046121593291,54.0,41.0,5.9,2.9,339.0,4,9.5,55.0
0,12732.2759,2.13,0.569,792217.0,9.0,7.28,80.94046121593291,52.0,4.0,5.3,2.5,337.0,4,9.6,54.8
0,185.63334,1.63,0.563,757317.0,8.7,7.19,80.94046121593291,5.0,39.0,4.9,2.2,337.0,4,9.8,54.4
0,685.34897,2.4,0.553,724817.0,8.5,6.28,80.94046121593291,48.0,38.0,4.4,19.8,336.0,4,1.0,54.1
0,3577.176197,2.23,0.554,694611.0,8.4,7.13,80.94046121593291,46.0,37.0,3.6,19.5,334.0,4,1.1,53.8
0,2711.17114,2.5,0.542,66647.0,8.2,6.01,80.94046121593291,44.0,36.0,2.9,19.1,334.0,4,1.3,53.5
0,2283.87939,1.78,0.527,639762.0,8.0,5.07,80.94046121593291,43.0,35.0,2.3,18.7,334.0,4,1.4,53.1
0,172.68491,2.73,0.0,614323.0,0.0,4.46,80.94046121593291,41.0,34.0,1.9,18.3,336.0,4,1.6,52.7
0,7483.158469138481,5.9381895280235915,0.418,12753375.120052498,5.0,4.6028607871720375,95.0,95.0,95.0,0.4,18.6,255.0,7,8.2,64.7
0,7483.158469138481,3.34,0.416,12753375.120052498,5.0,0.01,94.0,94.0,94.0,0.4,18.0,261.0,8,8.3,64.4
0,7483.158469138481,3.1,0.414,12753375.120052498,5.0,0.01,94.0,94.0,94.0,0.5,17.5,266.0,8,8.4,64.0
0,7483.158469138481,2.98,0.41,12753375.120052498,5.0,0.01,94.0,94.0,94.0,0.6,17.0,274.0,8,8.6,63.6
0,582.775532,3.6,0.405,447469.0,5.0,0.62,96.0,96.0,96.0,0.7,16.5,286.0,8,8.7,62.9
0,482.14994,3.24,0.404,43984.0,5.1,0.61,9.0,9.0,9.0,0.9,16.0,298.0,9,8.8,62.1
0,43.7544499,3.3,0.402,431334.0,5.2,0.63,92.0,92.0,92.0,1.0,15.5,311.0,9,8.9,61.4
0,326.825642,3.69,0.406,4232636.0,5.2,0.49,94.0,94.0,94.0,1.1,15.1,322.0,9,9.1,67.0
0,317.3294336,3.29,0.405,4153332.0,5.3,1.23,91.0,91.0,91.0,1.3,14.7,329.0,9,9.2,62.0
0,297.828588,3.3,0.405,466648.0,5.3,0.97,94.0,94.0,94.0,1.4,14.3,336.0,9,9.3,59.7
