Year,Status,AdultMort,InfD,EtOH,PercExpen,Measles,BMI,lt5yD,Polio,TotalExpen,DTP,HIV,Thin1_19y,Thin5_9y,Income,Education,Region
2012,0,284.0,10,0.01,31.6357652,0,46.4,13,81.0,4.55,74.0,1.0,1.3,1.3,0.501,9.9,6
2014,0,147.0,3,0.01,561.7684701,0,49.4,3,83.0,9.81,87.0,0.2,2.0,1.9,0.688,12.3,3
2008,0,184.0,0,6.33,701.8526364,0,31.8,0,99.0,2.64,99.0,0.1,5.9,6.3,0.739,13.2,7
2001,0,37.0,2,9.29,183.6980778,5129,28.7,3,44.0,3.23,45.0,10.1,7.8,7.7,0.633,12.3,7
2002,1,12.0,0,13.47,0.0,4,59.9,0,97.0,6.8,98.0,0.1,2.2,2.3,0.6274187138728308,11.999638728323692,8
2008,0,166.0,0,2.49,6.6489825,12,29.7,0,99.0,4.6,99.0,0.1,7.4,7.3,0.728,13.6,7
2001,0,152.0,0,3.81,150.7434862,0,22.1,0,91.0,5.19,9.0,0.8,9.4,9.3,0.562,11.0,8
2000,0,348.0,48,3.71,19.83929597,6074,12.2,92,45.0,5.6,45.0,4.0,11.4,11.1,0.0,3.4,7
2003,0,48.0,29,6.66,33.30286123,1064,14.5,46,96.0,6.34,96.0,8.1,7.0,7.3,0.359,7.6,7
2011,0,193.0,1100,3.0,64.6059005,33634,16.4,1500,79.0,4.33,82.0,0.2,26.9,27.7,0.58,10.8,1
2010,0,13.0,5,1.98,246.5686008,0,48.0,6,85.0,5.33,81.0,0.1,2.8,2.9,0.737,11.7,2
2015,1,153.0,0,4.614855575868398,0.0,0,61.2,0,95.0,5.9301628423390005,95.0,0.1,2.2,2.1,0.828,16.0,5
2012,0,143.0,3,2.8,20.76877311,51,21.2,4,99.0,3.21,99.0,0.1,15.3,15.2,0.752,13.7,1
2010,0,188.0,0,1.1,29.5207994,0,46.4,0,94.0,7.47,9.0,0.1,1.2,1.2,0.492,9.3,6
2006,1,85.0,0,11.98,15345.4907,8,57.5,0,99.0,7.75,99.0,0.1,0.9,0.9,0.88,13.5,5
2012,0,15.0,0,1.23,0.0,7,58.5,0,97.0,6.76,95.0,0.1,2.2,2.2,0.739,12.9,8
2006,1,82.0,4,11.61,0.0,764,61.3,4,92.0,8.36,92.0,0.1,0.7,0.5,0.6274187138728308,11.999638728323692,5
2006,0,145.0,0,8.93,216.3146941,0,42.0,0,99.0,4.34,99.0,0.1,3.4,3.4,0.773,14.7,8
2014,1,12.0,2,10.71,243.808475,0,61.1,2,94.0,6.35,98.0,0.1,1.9,2.1,0.85,16.4,5
2003,1,7.0,3,7.83,578.7254273,8286,23.4,5,97.0,8.0,97.0,0.1,1.7,1.4,0.863,14.8,1
2007,0,96.0,0,10.45,6147.1323,0,59.0,0,97.0,8.9,99.0,0.1,0.9,0.8,0.873,17.2,5
2000,1,95.0,3,12.91,4238.540035,0,55.1,4,94.0,1.1,9.0,0.1,1.2,1.2,0.855,16.2,5
2001,1,16.0,1,10.72,25.06262895,8,57.5,1,94.0,7.23,94.0,0.1,2.4,2.5,0.713,12.9,5
2007,0,17.0,0,5.89,0.0,0,46.6,0,99.0,3.92,99.0,0.3,3.6,3.6,0.702,13.3,8
2009,0,149.0,0,0.83,361.0940984,0,48.2,0,66.0,3.9,66.0,0.1,1.5,1.5,0.589,10.7,6
2013,0,163.0,10,0.01,1.0419164,1,39.0,11,97.0,6.75,96.0,0.2,3.6,3.7,0.617,11.2,1
2000,0,16.0,9,0.65,35.09462644,210,42.1,11,75.0,4.67,76.0,0.1,3.2,3.1,0.636,10.1,2
2011,0,242.0,14,11.04,184.764931,629,58.1,17,97.0,6.61,97.0,0.3,2.3,2.4,0.785,14.0,8
2001,0,221.0,0,1.93,20.7119129,17,51.2,0,92.0,3.28,91.0,0.1,4.3,4.0,0.683,13.2,6
2014,1,76.0,0,10.46,31.13492794,52,59.5,0,95.0,9.23,95.0,0.1,1.4,1.4,0.888,17.6,5
2012,0,86.0,0,5.14,412.4433563,9,55.8,1,99.0,5.59,99.0,0.1,1.3,1.4,0.752,14.2,5
2010,1,84.0,0,10.28,954.4865933,5,57.0,0,9.0,11.8,9.0,0.1,1.1,0.9,0.906,16.8,5
2002,0,69.0,41,2.44,54.04348047,25036,17.3,66,85.0,6.93,84.0,18.4,7.4,7.3,0.433,10.0,7
2006,0,155.0,0,13.45,0.0,0,4.4,0,85.0,6.37,85.0,0.1,4.3,4.4,0.694,12.4,8
2002,0,587.0,3,5.52,131.0421269,37,26.7,4,87.0,5.16,85.0,49.9,8.6,8.8,0.502,9.2,7
2006,0,145.0,4,1.96,120.2471713,0,17.2,5,98.0,4.6,98.0,0.1,15.4,15.5,0.718,13.1,1
2006,0,236.0,23,0.34,10.43022617,3,19.9,38,89.0,5.44,89.0,0.7,11.2,11.1,0.422,6.6,7
2002,0,176.0,95,7.0,140.9824766,1,45.3,109,99.0,7.13,99.0,0.1,3.3,3.3,0.692,14.6,3
2001,0,142.0,30,0.17,0.0,4088,5.1,37,8.0,5.9301628423390005,78.0,0.1,5.6,5.3,0.607,8.7,2
2010,0,27.0,0,0.48,18.21661422,0,75.2,0,95.0,1.52,91.0,0.1,0.1,0.1,0.584,11.9,6
2003,1,174.0,4,8.78,375.1740323,9,52.9,4,97.0,5.3,97.0,0.1,3.5,4.0,0.722,12.5,5
2015,0,291.0,66,4.614855575868398,0.0,478,18.5,93,82.0,5.9301628423390005,78.0,3.1,5.6,5.6,0.488,10.0,7
2014,0,17.0,3,0.01,0.0,318,43.9,4,95.0,6.48,96.0,0.1,3.3,3.4,0.656,12.8,1
2005,1,65.0,0,11.41,1562.520827,1,55.3,0,98.0,6.37,98.0,0.1,0.9,1.0,0.826,13.5,5
2015,1,57.0,1,4.614855575868398,0.0,7,62.1,1,95.0,5.9301628423390005,95.0,0.1,1.0,0.9,0.923,18.1,5
2007,0,375.0,87,6.35,184.8213446,1014,18.8,138,75.0,3.38,73.0,2.6,9.6,9.6,0.454,7.7,7
2007,1,114.0,0,12.56,2019.812779,0,58.7,0,96.0,7.44,96.0,0.1,1.8,1.7,0.793,14.3,5
2013,0,255.0,2,8.86,154.8758879,122,35.2,3,77.0,3.98,79.0,3.7,6.2,6.1,0.678,12.5,7
2002,0,228.0,7,0.02,4.113190741,883,22.3,12,91.0,5.31,89.0,1.2,1.5,1.3,0.446,6.5,7
2002,0,138.0,12,7.81,470.1869145,0,55.1,13,94.0,8.31,93.0,0.1,1.2,1.0,0.776,16.3,3
2007,0,132.0,2,0.01,54.8789106,59,57.4,3,98.0,2.63,98.0,0.1,5.5,5.4,0.756,15.1,2
2000,0,274.0,2,2.79,56.431387,925,38.5,3,94.0,4.92,94.0,0.1,2.6,2.6,0.582,8.9,1
2004,1,69.0,1,9.84,588.568371,70,6.9,1,92.0,8.57,92.0,0.1,0.7,0.6,0.908,20.7,6
2006,0,28.0,1500,1.37,34.85942671,64185,13.9,2000,66.0,4.25,65.0,0.3,27.1,28.0,0.536,9.7,1
2000,0,173.0,231,0.01,3.69633051,5098,1.4,316,83.0,2.33,82.0,0.1,2.9,21.5,0.459,7.3,1
2001,0,219.0,4,2.88,332.1056586,2,46.2,4,94.0,8.2,92.0,0.4,2.1,2.0,0.615,11.6,8
2012,1,76.0,0,9.26,928.4170785,2,57.7,0,94.0,1.98,94.0,0.1,1.1,0.9,0.922,18.4,5
2004,0,11.0,360,3.04,1.58668462,70549,23.4,427,87.0,4.72,87.0,0.1,5.1,4.6,0.622,10.2,1
2008,1,64.0,0,1.7,3404.13099,18,31.2,0,97.0,3.91,97.0,0.1,2.1,2.1,0.88,14.2,1
2015,0,166.0,0,4.614855575868398,0.0,0,69.4,0,71.0,5.9301628423390005,72.0,0.1,0.2,0.2,0.637,11.7,6
2011,1,14.0,0,12.19,1913.356642,12,61.3,0,96.0,7.8,96.0,0.1,1.6,1.5,0.808,14.5,5
2014,1,6.0,1,9.71,10769.36305,340,66.1,1,92.0,9.42,92.0,0.1,0.6,0.6,0.936,20.4,6
2015,0,227.0,1,4.614855575868398,0.0,0,24.2,2,92.0,5.9301628423390005,91.0,0.8,6.7,6.5,0.498,11.1,7
2005,0,92.0,1,1.79,3427.320332,29,56.6,1,94.0,2.32,94.0,0.1,5.1,4.9,0.818,12.6,2
2003,0,43.0,44,0.42,3.979243535,15801,14.8,77,36.0,5.49,23.0,5.1,1.9,1.8,0.284,5.4,7
2014,0,117.0,0,6.03,463.6397821,0,63.4,0,95.0,8.58,95.0,0.1,1.5,1.4,0.791,15.5,3
2015,0,279.0,85,4.614855575868398,0.0,30,23.8,119,96.0,5.9301628423390005,98.0,1.4,6.7,6.5,0.6274187138728308,11.999638728323692,8
2003,0,112.0,0,1.75,491.4978908,75,16.7,0,98.0,5.9,98.0,0.1,14.6,14.7,0.601,11.8,1
2014,0,12.0,1,3.91,295.6087143,13,54.1,1,95.0,4.48,93.0,0.1,2.1,2.1,0.739,12.7,5
2002,1,7.0,0,6.61,5948.096777,0,55.4,0,95.0,9.86,95.0,0.1,1.0,0.9,0.859,17.2,5
2005,0,316.0,12,4.19,22.39648813,8,22.0,16,66.0,8.4,6.0,3.1,8.3,8.3,0.372,10.1,7
2008,0,336.0,52,0.01,0.0,1081,21.1,84,4.0,5.9301628423390005,31.0,0.9,7.2,7.0,0.6274187138728308,11.999638728323692,2
2003,0,121.0,1,5.11,160.8400141,0,57.0,1,91.0,6.52,91.0,0.1,1.7,1.6,0.747,15.0,3
2007,1,67.0,0,6.6,14829.41215,0,57.5,0,93.0,8.58,93.0,0.1,0.7,0.7,0.934,17.6,5
2005,1,141.0,0,10.81,0.0,0,53.1,0,99.0,7.4,99.0,0.1,1.4,1.5,0.784,14.0,5
2009,0,274.0,169,1.17,53.77354001,1176,15.3,256,65.0,4.41,58.0,2.0,11.1,1.8,0.393,8.1,7
2001,0,41.0,61,4.43,41.73629221,23934,21.3,99,61.0,4.7,63.0,7.9,7.5,7.7,0.437,7.1,7
2003,0,321.0,11,0.59,124.3789361,3863,39.6,14,62.0,6.79,68.0,1.4,1.5,1.4,0.433,7.2,6
2007,0,291.0,2,9.02,545.4389573,0,31.9,3,78.0,2.86,81.0,10.0,6.9,6.8,0.645,12.4,7
2011,0,85.0,1,0.02,2785.097712,32,69.0,1,99.0,2.62,99.0,0.1,3.3,3.2,0.792,13.4,2
2005,0,294.0,3,2.26,0.0,0,2.9,6,94.0,4.97,95.0,3.0,9.2,9.1,0.412,7.8,7
2004,0,334.0,33,0.34,18.93011259,10,18.1,53,65.0,3.14,6.0,2.8,9.5,9.5,0.325,5.1,7
2001,0,35.0,19,6.22,60.77815868,159,34.8,27,52.0,5.63,45.0,5.0,4.7,4.7,0.443,7.9,8
2007,1,86.0,0,10.25,640.3560918,64,6.9,1,99.0,9.25,98.0,0.1,0.8,0.8,0.871,15.8,5
2003,0,173.0,0,1.2,27.29839073,165,43.3,0,67.0,4.2,69.0,0.1,1.6,1.6,0.0,10.4,6
2014,0,96.0,1,3.45,384.5129138,1,59.5,1,91.0,9.31,91.0,0.1,1.7,1.7,0.768,13.9,8
2011,0,29.0,28,0.22,42.2547904,11,21.2,43,63.0,4.73,63.0,2.0,8.0,8.0,0.385,8.4,7
2009,0,97.0,0,4.75,645.021302,22,52.6,0,9.0,9.64,9.0,0.1,2.7,2.7,0.716,13.3,5
2014,0,83.0,2,7.16,2352.999591,0,63.1,2,95.0,7.79,95.0,0.1,0.8,0.8,0.841,16.2,3
2004,0,186.0,0,7.91,12.94324581,0,29.2,0,99.0,4.17,99.0,0.1,6.0,6.4,0.715,12.3,7
2002,0,244.0,1,7.73,10.9363388,0,37.1,1,93.0,5.84,91.0,2.3,5.9,5.7,0.609,11.0,3
2012,0,269.0,3,0.01,0.0,0,25.4,5,98.0,6.12,98.0,1.4,7.8,7.7,0.44,8.8,7
2013,0,146.0,46,7.24,916.270845,220,54.5,52,96.0,8.48,97.0,0.1,2.8,2.7,0.734,14.2,3
2007,0,29.0,0,2.09,5.889526221,0,56.6,0,99.0,3.74,99.0,0.1,4.1,3.8,0.698,14.2,6
2015,0,78.0,2,4.614855575868398,0.0,157,62.5,3,98.0,5.9301628423390005,98.0,0.1,0.7,0.6,0.894,16.3,5
2007,0,171.0,55,0.21,0.0,1684,54.8,65,98.0,4.95,98.0,0.1,3.1,3.1,0.644,11.7,2
2011,0,26.0,0,0.53,30.46703899,0,75.7,0,95.0,1.42,99.0,0.1,0.1,0.1,0.585,11.9,6
2008,0,185.0,0,6.41,1902.693048,0,4.2,0,91.0,4.4,9.0,0.3,6.1,6.4,0.767,12.4,8
2012,0,358.0,72,8.24,256.1225243,4458,21.5,110,75.0,3.3,75.0,2.6,8.8,8.6,0.508,10.3,7
2013,0,163.0,1,10.49,0.0,27,52.1,1,92.0,1.5,9.0,0.1,2.7,2.9,0.6274187138728308,11.999638728323692,5
2009,0,165.0,0,6.85,0.0,0,48.4,0,99.0,5.13,99.0,0.2,3.6,3.5,0.709,13.3,8
2006,0,68.0,1,2.23,33.58620657,9,61.1,1,94.0,7.38,95.0,0.1,1.1,1.1,0.87,15.7,2
2002,0,11.0,3,13.78,3779.655273,5185,55.8,4,97.0,1.22,97.0,0.1,0.7,0.6,0.851,15.5,5
2004,1,86.0,0,12.1,5316.877456,15,52.2,0,83.0,1.56,83.0,0.1,1.7,1.9,0.841,14.7,5
2001,0,95.0,0,0.01,113.1997845,0,64.5,1,99.0,3.61,99.0,0.1,3.2,3.0,0.786,14.0,2
2002,1,219.0,0,7.44,376.4570185,0,56.0,0,98.0,6.29,97.0,0.1,2.7,2.7,0.746,14.8,5
2006,0,211.0,3,2.77,57.74562629,0,5.1,3,96.0,6.68,96.0,0.2,1.8,1.7,0.651,12.9,8
2008,0,158.0,61,7.21,526.3780636,0,5.3,68,99.0,8.24,99.0,0.1,3.0,3.0,0.704,13.3,3
2011,0,418.0,26,3.78,54.6659175,1865,22.2,38,88.0,11.98,89.0,1.3,8.1,8.0,0.392,8.9,7
2007,0,151.0,0,12.68,0.0,0,41.3,0,99.0,6.81,99.0,0.1,4.3,4.4,0.707,12.8,8
2010,0,161.0,0,9.19,0.0,0,61.3,0,97.0,7.44,99.0,0.2,2.5,2.5,0.788,12.6,8
2010,0,272.0,9,3.64,41.91052416,2200,24.5,13,71.0,11.87,7.0,1.8,7.4,7.2,0.403,9.6,7
2014,1,54.0,0,7.3,1142.212403,26,59.0,0,98.0,11.93,98.0,0.1,1.5,1.3,0.906,15.8,5
2015,0,161.0,10,4.614855575868398,0.0,3,4.7,11,96.0,5.9301628423390005,96.0,0.2,3.6,3.7,0.625,11.3,1
2000,0,279.0,25,1.34,37.38182018,4244,18.4,40,78.0,4.34,78.0,2.0,9.7,9.6,0.389,6.4,7
2014,0,17.0,0,0.01,726.0291764,0,61.3,0,91.0,6.42,91.0,0.1,1.8,1.9,0.803,15.1,5
2012,0,367.0,46,0.62,57.8242709,120,17.9,79,51.0,3.0,4.0,3.6,9.0,8.9,0.381,7.3,7
2000,0,116.0,0,3.64,165.6168642,43,47.6,0,87.0,7.9,85.0,0.1,3.3,3.2,0.0,0.0,5
2000,0,17.0,1,1.64,262.9589578,69,54.1,1,94.0,2.38,94.0,0.1,5.4,5.1,0.791,11.8,2
2004,0,378.0,24,5.72,11.22655347,2,13.8,38,76.0,7.1,83.0,4.8,8.4,8.4,0.279,5.2,7
2011,0,213.0,9,5.39,0.0,113,18.7,13,79.0,2.2,78.0,0.3,9.2,9.4,0.542,9.9,1
2004,1,65.0,0,13.03,1586.724172,0,54.8,0,98.0,6.42,98.0,0.1,0.9,1.0,0.823,13.4,5
2006,0,79.0,0,2.1,170.7374027,3,56.8,0,98.0,3.8,98.0,0.1,6.1,5.9,0.81,14.2,2
2005,0,37.0,2,7.72,353.2438029,0,3.8,3,44.0,2.76,45.0,10.9,7.2,7.1,0.64,12.4,7
2003,0,134.0,0,0.01,495.0782963,0,54.2,0,82.54829838432451,8.91,82.3214162942592,0.1,2.4,2.4,0.0,0.0,5
2014,0,65.0,2,8.1,102.1902168,418,66.4,2,91.0,1.45,91.0,0.1,0.5,0.5,0.912,15.9,4
2010,0,294.0,61,1.73,56.58984221,95,18.9,89,9.0,3.97,9.0,4.3,8.2,8.0,0.523,11.1,7
2005,0,48.0,30,3.83,42.08892911,29,19.2,47,67.0,12.25,65.0,2.2,9.3,9.3,0.341,7.8,7
2004,1,138.0,0,10.03,0.0,2,52.6,0,99.0,7.21,99.0,0.1,1.4,1.5,0.776,13.8,5
2013,0,133.0,0,8.58,1991.430372,0,46.4,0,98.0,5.33,99.0,0.2,3.3,3.3,0.781,13.9,8
2015,0,26.0,38,4.614855575868398,0.0,99,19.4,61,91.0,5.9301628423390005,91.0,0.6,8.0,7.5,0.399,7.7,7
2005,0,122.0,1,5.53,623.9100503,0,5.3,2,88.0,7.48,92.0,0.1,2.1,2.1,0.74,12.9,8
2004,0,97.0,2,6.32,78.78564878,0,56.8,2,94.0,6.93,93.0,0.1,0.9,1.0,0.781,14.3,3
2011,0,83.0,3,11.8,683.9190568,14949,6.6,3,99.0,11.33,99.0,0.1,0.6,0.6,0.882,16.1,5
2010,0,16.0,1,3.58,2377.010299,0,55.5,1,93.0,9.66,88.0,0.1,1.8,1.8,0.749,13.3,8
2004,0,287.0,8,6.55,33.91660183,2204,45.8,9,99.0,3.95,82.0,0.1,2.5,2.6,0.725,13.5,1
2005,0,15.0,1,5.16,26.99312143,6,49.9,1,97.0,6.12,98.0,0.1,1.8,1.8,0.685,10.8,5
2000,0,171.0,1,3.46,24.82762854,0,41.6,1,95.0,5.81,93.0,2.2,2.0,1.9,0.682,11.4,8
2006,0,36.0,5,3.22,21.53374936,0,2.7,8,74.0,5.87,71.0,5.6,8.9,8.8,0.388,8.3,7
2010,0,131.0,3,0.49,65.56659662,73,35.3,4,96.0,3.99,96.0,0.1,8.2,8.0,0.764,12.8,1
2011,0,79.0,0,0.97,295.7730171,4,37.2,0,99.0,2.25,97.0,0.1,5.9,5.4,0.846,14.1,8
2007,0,295.0,20,6.78,7.409771603,26,16.5,30,98.0,8.49,97.0,5.0,6.8,6.7,0.424,10.1,7
2015,0,148.0,8,4.614855575868398,0.0,154,33.6,9,99.0,5.9301628423390005,99.0,0.1,7.7,7.7,0.738,13.6,1
2007,0,133.0,3,0.43,409.9812523,394,32.5,4,97.0,3.61,97.0,0.1,8.7,8.5,0.736,12.3,1
2008,0,189.0,27,0.21,70.27113179,2089,15.4,35,82.0,6.44,82.0,0.2,17.0,17.6,0.492,10.1,1
2012,0,6.0,1,2.78,3830.184587,211,63.8,1,94.0,7.73,94.0,0.1,1.2,1.1,0.889,15.9,2
2003,0,21.0,0,5.67,312.7995946,0,42.6,0,95.0,4.53,96.0,1.5,3.6,3.6,0.684,12.2,8
2005,0,222.0,0,5.27,10.8139134,0,23.4,0,97.0,1.4,97.0,1.6,7.0,7.0,0.514,10.0,7
2001,0,46.0,110,4.09,0.0,11847,16.4,173,65.0,3.28,87.0,12.5,8.2,8.1,0.6274187138728308,11.999638728323692,8
2009,0,368.0,91,3.97,0.0,1574,2.2,135,88.0,3.97,85.0,6.4,7.2,7.2,0.6274187138728308,11.999638728323692,8
2015,0,119.0,0,4.614855575868398,0.0,4,59.9,0,93.0,5.9301628423390005,93.0,0.1,1.9,1.9,0.863,16.5,5
2005,0,46.0,45,0.42,8.936064632,2,15.4,79,37.0,3.91,25.0,5.2,1.5,1.4,0.306,5.6,7
2011,1,72.0,0,9.47,8342.405764,597,65.3,0,95.0,11.24,95.0,0.1,0.3,0.3,0.901,19.7,6
2011,0,441.0,32,1.23,13.77617463,26,18.0,50,97.0,11.67,97.0,11.2,6.7,6.6,0.444,10.6,7
2009,0,251.0,2,0.17,56.98952474,1,21.1,2,84.0,3.82,83.0,0.1,7.2,7.0,0.465,10.3,7
2010,1,147.0,1,10.8,766.4454884,22004,62.7,1,94.0,7.24,94.0,0.1,2.0,2.0,0.77,13.9,5
2011,0,275.0,71,0.01,7.097108703,3013,17.2,97,68.0,7.87,68.0,0.1,18.2,18.2,0.454,9.5,2
2002,0,256.0,6,4.89,115.738974,7587,55.4,7,99.0,6.25,99.0,0.9,2.9,3.0,0.683,13.9,5
2006,0,91.0,2,7.33,1275.689625,0,58.1,2,94.0,6.18,94.0,0.1,0.9,0.9,0.796,14.9,3
2015,0,312.0,50,4.614855575868398,0.0,7497,24.3,80,47.0,5.9301628423390005,42.0,0.7,6.6,6.4,0.6274187138728308,11.999638728323692,2
2006,0,139.0,26,0.02,0.0,220,49.4,30,99.0,5.95,98.0,0.1,7.4,7.7,0.692,11.4,2
2012,0,347.0,26,4.614855575868398,38.3382324,1952,38.235393646408745,40,64.0,2.77,59.0,3.8,4.850621546961334,4.881422651933698,0.419,4.9,7
2009,1,77.0,0,11.41,7620.823456,164,58.2,0,94.0,9.53,94.0,0.1,0.3,0.2,0.909,17.9,5
2012,0,138.0,1,3.65,37.17108782,0,52.0,1,96.0,5.66,96.0,0.5,1.8,1.7,0.725,12.8,8
2005,0,168.0,0,3.94,479.9234077,7,28.0,0,97.0,4.47,97.0,0.1,7.7,7.6,0.704,13.0,7
2010,0,283.0,239,1.81,0.0,5407,19.1,321,76.0,4.4,6.0,1.6,1.4,1.2,0.6274187138728308,11.999638728323692,7
2013,0,237.0,145,1.86,8.313282039,5253,16.8,211,7.0,5.19,72.0,0.9,1.6,1.4,0.427,8.4,7
2009,0,183.0,4,2.05,13.39092189,21,19.2,4,97.0,3.37,97.0,0.1,15.3,15.4,0.735,13.4,1
2013,0,27.0,40,4.64,88.97040214,375,18.2,66,89.0,5.91,88.0,0.7,8.4,7.9,0.392,7.5,7
2010,0,219.0,1,8.25,0.0,0,5.4,1,97.0,12.8,9.0,0.1,2.8,3.0,0.6274187138728308,11.999638728323692,5
2014,0,93.0,1,4.37,13.6691019,0,6.7,1,99.0,11.6,99.0,0.1,3.4,3.3,0.772,14.0,8
2002,1,83.0,0,9.13,2892.257132,21,6.3,0,84.0,7.89,9.0,0.1,0.3,0.3,0.873,17.5,6
2002,0,155.0,0,1.51,310.8203382,0,67.0,0,85.0,5.3,84.0,0.1,0.1,0.1,0.679,13.5,6
2009,1,61.0,2,7.25,5243.316638,351,6.5,2,96.0,9.41,96.0,0.1,0.5,0.5,0.868,16.3,5
2001,0,115.0,1,4.04,322.5863149,0,5.4,1,99.0,6.27,98.0,0.1,3.6,3.4,0.686,12.3,8
2014,1,55.0,0,8.49,409.6000248,0,69.2,0,99.0,9.75,99.0,0.1,0.8,0.8,0.847,14.3,5
2014,0,463.0,23,0.01,1.443286353,1006,23.8,32,83.0,11.9,83.0,0.6,7.5,7.4,0.426,9.5,7
2003,0,166.0,4,6.64,155.4233076,0,41.3,4,86.0,5.99,86.0,0.1,2.4,2.3,0.642,12.7,3
2009,0,14.0,0,7.82,149.3587355,0,43.8,0,98.0,4.86,99.0,0.1,3.4,3.3,0.788,14.2,8
2012,0,29.0,8,0.01,62.48419552,35,28.8,12,8.0,3.36,8.0,1.2,8.3,8.1,0.491,7.8,7
2011,0,17.0,0,1.16,0.0,701,57.9,0,97.0,6.61,96.0,0.1,2.2,2.3,0.735,12.9,8
2004,1,77.0,0,6.22,1009.825011,7,55.9,0,92.0,9.44,92.0,0.1,0.8,0.7,0.924,17.5,5
2004,0,181.0,0,5.42,0.0,0,43.8,0,99.0,3.72,99.0,0.4,3.8,3.7,0.689,13.2,8
2005,1,182.0,1,12.94,1317.08348,2,58.8,1,99.0,8.28,99.0,0.1,2.0,2.0,0.795,15.0,5
2009,0,137.0,1,3.96,201.1855461,0,5.7,1,94.0,4.55,93.0,0.1,2.0,2.1,0.725,11.9,5
2003,0,81.0,0,9.46,2124.921517,0,59.2,1,93.0,8.61,94.0,0.1,0.8,0.8,0.823,15.2,5
2015,0,175.0,0,4.614855575868398,0.0,0,5.9,0,94.0,5.9301628423390005,94.0,0.2,3.5,3.4,0.706,12.8,8
2005,0,172.0,0,10.49,0.0,0,58.1,0,93.0,5.95,93.0,0.1,2.6,2.5,0.786,12.4,8
2010,0,428.0,43,7.28,1038.885632,12499,47.2,62,72.0,8.5,72.0,11.0,7.3,8.9,0.63,12.8,7
2002,0,46.0,106,3.37,0.0,5131,16.8,166,91.0,3.59,89.0,12.1,8.0,8.0,0.6274187138728308,11.999638728323692,8
2005,0,214.0,0,2.02,64.39203443,0,55.1,0,97.0,3.61,96.0,0.1,4.1,3.8,0.699,13.9,6
2006,1,73.0,2,11.86,4460.390006,362,61.1,2,98.0,8.23,98.0,0.1,0.6,0.5,0.844,15.9,5
2002,0,31.0,60,0.53,3.67646576,717,16.5,108,65.0,6.32,61.0,2.3,1.5,1.5,0.308,4.9,7
2010,0,261.0,162,1.34,67.73374413,4235,15.6,243,69.0,6.86,61.0,1.7,11.0,1.7,0.401,8.1,7
2004,1,98.0,0,11.27,6948.839868,0,54.4,0,95.0,9.67,95.0,0.1,1.2,1.0,0.893,16.5,5
2004,0,13.0,1,2.1,618.3614858,213,6.2,1,74.0,8.91,75.0,0.1,4.7,4.6,0.0,14.2,2
2008,0,281.0,10,3.88,40.03344077,1,23.4,14,79.0,11.83,75.0,2.4,7.7,7.6,0.394,9.8,7
2001,0,17.0,10,0.05,710.4952397,155,56.9,12,97.0,4.49,97.0,0.1,7.3,7.3,0.742,12.0,2
2008,0,111.0,0,1.72,0.0,27,56.4,0,96.0,6.85,95.0,0.1,2.4,2.4,0.714,12.2,8
2014,1,137.0,0,0.01,160.9449342,0,64.2,0,99.0,7.4,99.0,0.1,1.7,1.6,0.834,15.8,5
2006,1,81.0,0,12.4,69.92899358,23,53.2,0,83.0,1.35,83.0,0.1,1.7,1.9,0.854,15.0,5
2003,0,343.0,7,0.56,6.913998013,376,13.3,10,95.0,3.5,93.0,1.9,9.7,9.7,0.0,4.7,7
2006,1,61.0,0,7.2,1003.139804,0,57.4,0,97.0,8.96,97.0,0.1,0.9,0.9,0.884,18.1,5
2014,0,132.0,98,0.01,10.44640334,289,17.7,121,97.0,2.82,97.0,0.1,18.1,18.6,0.57,10.0,1
2012,0,154.0,9,6.56,801.0504655,5197,3.1,11,99.0,4.17,99.0,0.1,8.0,8.1,0.729,13.7,1
2010,0,19.0,0,5.26,99.08095375,0,54.8,0,96.0,5.81,96.0,0.5,3.5,3.4,0.7,12.3,3
2005,0,213.0,0,0.6,111.7392134,0,72.1,0,74.0,1.6,79.0,0.1,0.2,0.2,0.0,12.2,6
2004,0,134.0,0,0.01,57.12190146,0,55.0,0,82.54829838432451,8.45,82.3214162942592,0.1,2.3,2.4,0.74,12.6,5
2000,0,142.0,1,2.9,32.75626853,15,47.1,1,96.0,6.25,93.0,0.1,2.1,2.2,0.639,11.2,5
2002,0,146.0,3,0.01,29.13434871,3890,54.0,3,93.0,4.57,93.0,0.1,5.6,5.4,0.736,15.8,2
2000,0,238.0,46,0.08,17.9123368,9397,11.4,62,74.0,5.43,74.0,0.1,18.5,19.2,0.439,8.9,1
2011,0,153.0,4,3.1,32.16407994,0,47.6,5,97.0,8.57,97.0,0.4,2.2,2.2,0.611,11.7,8
2010,0,154.0,3,3.38,302.7045411,0,5.2,3,99.0,6.58,98.0,0.1,1.9,1.8,0.614,11.4,8
2003,0,146.0,5,1.69,72.4280894,65,15.6,5,98.0,3.95,99.0,0.1,15.4,15.5,0.697,12.7,1
2004,0,16.0,0,1.6,611.9093566,37,17.3,0,96.0,5.89,96.0,0.1,14.5,14.6,0.617,12.2,1
2002,1,117.0,0,9.29,1617.473418,0,52.3,0,93.0,8.62,93.0,0.1,2.1,2.2,0.835,15.6,5
2011,1,7.0,0,11.72,6386.95437,285,59.7,0,95.0,8.15,95.0,0.1,0.3,0.2,0.909,18.5,5
